upm,viv_sel,hogar,n_ren,p3_1,p3_2,p3_3,niv,gra,p3_5,p3_6,p3_7,p3_8a,p3_8b,p3_9,p3_10_1,p3_10_2,p3_10_3,p3_10_4,p3_10_5,p3_11,p3_12,p4_1,p4_2,p4_3,p4_4_1,p4_4_2,p4_4_3,p4_4_4,p4_4_5,p4_4_6,p4_4_7,p4_5,p4_6_1,p4_6_2,p4_6_3,p4_6_4,p4_6_5,p4_6_6,p4_7,p4_8_1,p4_8_2,p4_8_3,p4_8_4,p4_9_1,p4_9_2,p4_9_3,p5_1_1,p5_1_2,p5_1_3,p5_1_4,p5_1_5,p5_1_6,p5_2_1,p5_2_2,p5_2_3,p5_2_4,p5_2_5,p5_2_6,p5_2_7,p5_2_8,p5_2_9,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9_1,p5_10_1,p5_11_1,p5_12_1,p5_13_1,p5_9_2,p5_10_2,p5_11_2,p5_12_2,p5_13_2,p5_9_3,p5_10_3,p5_11_3,p5_12_3,p5_13_3,p5_9_4,p5_10_4,p5_11_4,p5_12_4,p5_13_4,p5_9_5,p5_10_5,p5_11_5,p5_12_5,p5_13_5,p5_9_6,p5_10_6,p5_11_6,p5_13_6,p5_9_7,p5_10_7,p5_11_7,p5_13_7,p5_9_8,p5_10_8,p5_11_8,p5_13_8,p5_14_1,p5_14_2,p5_14_3,p5_14_4,p5_14_5,p5_14_6,p5_14_7,p5_14_8,p5_14_9,p5_15,p5_16,p5_17,p5_18,p5_19,p5_20,p5_21,p5_22_1,p5_22_2,p5_22_3,p5_22_4,p5_22_5,p5_23,p5_24,p5_25_1,p5_25_2,p5_25_3,p5_25_4,p5_25_5,p5_26,p5_27,p5_28,p5_29,p5_30,p6_1_1,p6_1_2,p6_1_3,p6_1_4,p6_1_5,p6_2_1,p6_2_2,p6_2_3,p6_2_4,p6_2_5,p6_2_6,p6_2_7,p6_2_8,p6_2_9,p6_3,p6_4,p6_5,p6_6,p6_7,p6_8_1,p6_9_1,p6_10_1,p6_10a_1,p6_8_2,p6_9_2,p6_10_2,p6_10a_2,p6_8_3,p6_9_3,p6_10_3,p6_10a_3,p6_8_4,p6_9_4,p6_10_4,p6_10a_4,p6_8_5,p6_9_5,p6_10_5,p6_10a_5,p6_8_6,p6_9_6,p6_10_6,p6_10a_6,p6_8_7,p6_9_7,p6_10_7,p6_10a_7,p6_8_8,p6_11_1,p6_11_2,p6_11_3,p6_12_1,p6_12_2,p6_12_3,p6_12_4,p6_12_5,p6_12_6,p6_12_7,p6_12_8,p6_12_9,p6_13,p6_14,p6_15,p6_16,p6_17_1,p6_17_2,p6_17_3,p6_17_4,p6_17_5,p6_18,p6_19_1,p6_19_2,p6_19_3,p6_19_4,p6_19_5,p6_19_6,p6_19_9,edad,sexo,region,tloc,est_dis,upm_dis,fac_per
702204,2,1,2,2,5,3,8,1,1,,2,9000,2,1,1,2,2,2,2,2,1,1,2,3,1,2,2,2,2,2,2,1,,,,,,,1,2,2,2,1,1,1,1,2,2,1,2,1,2,0,0,0,0,0,1,0,0,0,1,1,,,,,1,1,20,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,2,,,2,,,,,,2,,,,,,,,,5,1,9,1,2,2,2,2,0,0,0,0,1,0,0,0,0,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,48,2,6,1,38,392,12842
702204,4,1,2,5,2,1,2,6,1,,2,300,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,9,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,1,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,1,5,,,,,,,2,,,,,,,,,4,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,45,2,6,1,38,392,17123
702204,5,1,2,2,5,3,7,3,5,4,,,,,,,,,,,1,2,,,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,50,2,6,1,38,392,15219
702233,1,3,1,1,5,9,2,3,1,,4,4000,3,2,2,2,1,2,2,6,1,2,,,1,2,1,2,2,1,2,1,,,,,,,2,1,1,1,1,1,1,9,1,2,2,2,2,1,0,1,0,0,0,0,0,0,0,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,31,1,6,1,37,393,10262
702233,2,1,3,3,6,0,2,4,5,4,,,,,,,,,,,2,1,3,5,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,3,1,1,1,1,2,2,2,1,2,1,0,0,0,0,0,1,0,0,0,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,1,2,1,1,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,37,2,6,1,37,393,27377
702233,2,2,1,1,5,2,6,3,1,,5,800,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,1,,,,,,,2,1,1,3,2,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,2,2,0,0,0,1,0,0,0,0,0,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,32,1,6,1,37,393,10262
702233,3,1,5,6,5,3,3,3,1,,2,1800,2,1,2,2,1,2,2,1,1,2,,,1,1,1,1,2,2,2,1,,,,,,,2,3,1,1,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,29,1,6,1,37,393,36162
702233,4,1,2,2,5,2,3,3,1,,2,450,1,1,2,2,1,2,2,6,2,2,,,1,1,1,1,2,2,2,1,,,,,,,2,2,2,2,3,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,2,1,2,,,,,,,,,,0,3,9,2,,,,,,3,,,,,,,,20,2,6,1,37,393,11412
702233,5,1,1,1,6,3,6,2,1,,2,4000,3,2,2,2,1,2,2,6,1,2,,,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,3,2,1,1,2,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,38,2,6,1,37,393,9126
702237,1,1,4,2,5,0,2,2,5,4,,,,,,,,,,,1,2,,,2,2,2,1,2,2,2,1,,,,,,,2,3,1,1,3,9,2,1,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,52,2,6,1,37,394,8177
702237,3,1,2,2,5,0,8,4,8,1,4,800,1,2,2,2,1,2,2,6,1,2,,,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,1,2,0,0,0,1,0,0,0,0,0,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,22,2,6,1,37,394,6954
702237,4,1,1,1,2,6,3,3,1,,2,1200,1,2,2,2,1,2,2,6,1,1,3,4,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,,,,,1,2,6,1,1,1,1,4,1,1,2,,,,,2,,,,,1,1,1,1,1,2,,,,2,,,,2,,,,1,0,0,1,0,0,0,0,0,1,2,,2,,,1,1,2,1,2,2,1,1,1,1,2,1,2,3,,,1,3,1,2,2,1,2,0,1,0,0,0,0,0,0,0,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,40,2,6,1,37,394,4600
702237,5,1,3,3,6,0,6,2,1,,2,1300,2,1,2,2,1,2,2,6,2,1,3,1,2,2,1,1,2,1,2,1,,,,,,,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,1,2,1,0,0,0,0,0,0,0,0,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,18,1,6,1,37,394,8814
702726,2,1,2,2,1,3,6,3,8,4,,,,,,,,,,,2,2,,,2,2,1,1,2,2,2,1,,,,,,,2,1,2,3,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,31,2,6,2,37,395,8449
702726,3,1,2,2,5,2,2,6,8,1,4,280,2,2,2,2,1,2,2,6,2,2,,,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,47,2,6,2,37,395,10485
702726,4,1,2,2,5,3,8,3,5,4,,,,,,,,,,,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,1,,,,,2,,,,,2,,,,,1,1,4,1,2,1,1,3,2,1,2,,,,,2,,,,2,,,,2,,,,1,0,0,0,0,0,0,0,0,,,,0,1,5,1,1,2,2,2,2,2,,,,,,,,,3,2,,2,2,2,1,2,1,0,0,0,0,0,0,1,0,1,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,,1,1,2,,2,1,1,1,1,0,0,0,1,0,0,0,0,,,,1,1,1,2,2,2,2,,,,,,,,35,2,6,2,37,395,8449
702726,5,1,2,3,1,1,6,2,1,,4,1200,1,2,2,2,1,2,2,6,2,2,,,1,2,1,1,1,1,2,1,,,,,,,2,1,1,3,1,2,2,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,,,,,2,,,,,2,,,,,2,,,,,1,2,6,1,1,2,,,,,2,,,,2,,,,2,,,,0,1,0,0,0,0,0,0,0,,,,4,,,2,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,2,2,,,,,,,,,,1,,4,1,1,1,1,2,2,1,0,0,0,1,0,0,0,19,1,6,2,37,395,20089
702858,2,1,1,1,5,2,6,3,1,,4,700,1,2,2,2,1,2,2,6,2,2,,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,1,2,1,0,0,0,0,0,0,0,0,2,2,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,54,1,6,2,35,396,21334
702858,3,1,1,1,2,1,0,0,1,,4,500,1,2,2,2,1,2,2,6,2,2,,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,9,1,9,1,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,16,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,1,5,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,50,2,6,2,35,396,9010
702858,4,1,5,3,2,0,2,6,3,4,,,,,,,,,,,1,2,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,1,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,23,2,6,2,35,396,22986
702858,5,1,6,3,1,1,3,3,1,,2,800,1,1,2,2,1,2,2,6,1,2,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,1,0,1,0,0,0,0,0,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,42,2,6,2,35,396,19008
702858,6,1,1,1,6,0,3,3,1,,4,2000,3,2,2,2,1,2,2,6,1,1,3,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,1,2,1,1,0,0,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,48,2,6,2,35,396,3802
702858,7,1,6,5,5,2,3,3,1,,2,1800,2,2,1,2,2,2,2,1,1,2,,,2,2,2,1,2,2,2,1,,,,,,,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,1,1,,,,,1,1,1,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,2,,,2,,,,,,2,,,,,,,,,2,1,9,2,2,2,2,2,,,,,,,,,,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,31,1,6,2,35,396,31004
702858,8,1,3,3,6,0,8,1,4,4,,,,,,,,,,,2,2,,,2,2,2,1,2,2,2,1,,,,,,,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,2,1,,,,2,,,,,2,,,,,1,1,88,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,1,5,,,,,,,,,,,,,,,,,1,9,2,2,1,2,2,1,0,0,0,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,19,2,6,2,35,396,17240
702858,9,1,1,1,5,3,6,3,1,,2,800,1,2,1,2,2,2,2,1,1,1,3,5,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,3,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,1,1,7,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,2,,,2,,,,,,2,,,,,,,,,4,2,,2,1,2,2,2,0,0,0,0,1,0,0,0,0,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,,2,,,,2,2,1,1,,,,,,,,,,,,,2,,,,,,1,1,0,0,0,0,0,0,50,1,6,2,35,396,12800
702858,10,1,1,1,4,1,0,0,1,,4,500,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,1,,,,,,,2,2,2,2,2,9,1,1,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,2,,,,,2,,,,,1,1,4,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,6,2,,2,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,67,1,6,2,35,396,5944
702858,12,1,6,4,1,1,3,3,1,,2,1400,2,1,2,2,1,2,2,6,1,2,,,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,2,,,,,2,,,,,2,,,,,1,1,4,2,1,2,,,,,2,,,,2,,,,2,,,,1,0,0,1,0,1,0,0,0,,,,,,,1,1,2,2,1,2,2,,,,,,,,,5,2,,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,2,2,,,,,,,,,,0,6,2,2,,,,,,2,,,,,,,,23,2,6,2,35,396,11493
702858,13,1,1,1,5,0,3,3,8,4,,,,,,,,,,,2,2,,,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,1,1,2,1,0,0,1,0,0,0,0,0,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,61,1,6,2,35,396,23777
702858,14,1,2,2,5,0,3,3,5,1,4,370,1,2,2,2,1,2,2,6,1,2,,,1,2,2,2,2,2,2,1,,,,,,,2,2,1,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,2,,,,,2,,,,,1,1,8,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,5,,,,,,,,2,,,,,,,,,6,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,45,2,6,2,35,396,7603
702858,15,1,1,1,1,3,6,3,3,4,,,,,,,,,,,1,2,,,1,2,1,2,2,2,2,1,,,,,,,2,1,1,2,1,1,2,1,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,58,1,6,2,35,396,8533
702858,16,1,2,2,5,1,7,3,1,,4,1000,1,2,2,2,1,2,2,6,1,1,3,4,1,2,1,2,2,2,2,1,,,,,,,2,1,1,2,2,1,1,9,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,1,,,,,,,,,,1,,4,1,1,2,2,2,2,2,,,,,,,,44,2,6,2,35,396,15207
702858,17,1,1,1,3,2,3,3,5,1,4,300,1,2,2,2,1,2,2,6,1,2,,,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,54,2,6,2,35,396,4505
702858,18,1,1,1,3,1,2,6,1,,2,560,1,1,2,2,1,2,2,6,1,2,,,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,3,2,2,1,2,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,50,2,6,2,35,396,4505
702858,19,1,4,3,4,0,2,3,5,4,,,,,,,,,,,2,2,,,2,2,2,2,2,1,2,1,,,,,,,2,1,2,2,3,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,65,2,6,2,35,396,8563
702858,20,1,2,2,5,0,2,1,5,4,,,,,,,,,,,1,1,3,5,1,2,2,1,2,2,2,1,,,,,,,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,66,2,6,2,35,396,8563
703408,1,1,2,2,5,1,3,2,5,1,4,800,3,2,2,2,1,2,2,6,1,1,2,5,1,1,1,2,1,1,2,1,,,,,,,2,1,1,3,1,1,1,1,2,2,1,2,1,2,0,0,1,0,0,0,0,0,0,2,1,,,,,2,,,,,2,,,,,2,,,,,1,1,1,1,1,2,,,,,2,,,,2,,,,2,,,,0,0,1,0,0,0,0,0,0,,,,1,,,2,,,,,,2,,,,,,,,,3,1,9,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,23,2,6,2,35,397,10846
703408,2,1,1,1,2,1,2,5,1,,2,2000,3,1,2,2,1,2,2,6,2,1,2,3,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,5,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,,,,,,2,,2,2,1,1,2,1,0,0,0,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,48,2,6,2,35,397,14350
703408,3,1,1,1,5,3,8,5,8,3,1,,,,,,,,,,1,1,3,4,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,0,1,0,1,1,0,0,0,0,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,55,1,6,2,35,397,16105
703408,4,1,1,1,5,4,9,2,1,,2,11000,3,1,2,2,1,2,2,6,1,1,1,3,1,1,2,1,2,1,2,1,,,,,,,2,1,1,3,1,2,1,1,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,1,1,,,,,2,,,,,2,,,,,2,,,,,1,1,15,1,1,2,,,,,2,,,,2,,,,2,,,,0,0,1,0,0,0,0,0,0,,,,8,,,2,,,,,,1,2,2,2,2,1,2,1,,,1,9,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,1,2,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,1,,,,,,,,,,1,,4,1,1,2,2,1,2,2,,,,,,,,36,1,6,2,35,397,9752
